Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Colonial Sup'span Plus DA - Cap Secure,177255210.8,202325000,164583333.1,198495000.1,140947499.5,25779165.08,77274999.08,7025831.25,5376663.833,4383998.1,4342998.2,4228331.5,8588821.727,,,,,,,,
Colonial Sup'span Plus DA - Capital Gtd,362638903.9,1868316667,2399426666,1942553333,400774999.1,69209998.67,138556665.8,8764997.833,4301664.833,3439998.9,4631817.091,2926362.273,4569998.5,4229999,,3707999.1,3071142.917,2192122.75,,,
Colonial Sup'span Plus DA - G'teed Cash,24041912.91,11921665.33,8554997.417,9831664.333,5424997.167,4079997.167,3292497.333,2408329.417,1725829.75,1614997.7,1501815,1173634.091,1186832.091,1073330.889,937775.4444,818978.9091,798503.6667,697777.75,668958,643383.25,634301.0833
Colonial Sup'span Plus DA - Managed Gr,29524999.42,29141666.08,23724999.08,22271666.25,21227499.33,18850832.67,18929999.25,19024165.58,17277499,14925999.2,11842726.45,12956363,20915119.45,20591110.22,18918888.11,15340826.64,13060276.75,12088516.5,10895133.08,9929495.333,10197147.33
Colonial Sup'span Plus DA S3 - Aust F/I,,20134999.88,30159166.67,3805832.083,5964998.667,569165.1667,639165.0833,470831.1667,360831.4167,295999.4,286362,314543.8182,536879.3636,455554.1111,398887.4444,299989.6364,255713.75,199557.0833,190752.6667,225676.5,197125
Colonial Sup'span Plus DA S3 - Aust Sh,,59712499.88,48049166.33,607498.5833,629998.5,744998.5833,1369165.333,1199998.083,1158331.75,1246998.5,1227271.091,1580907.636,5043361.455,5271109.667,5724443.444,4608709.727,3065033.75,2748686.833,1833316.167,1724308.833,1780249.833
Colonial Sup'span Plus DA S3 - Balanced,60362777.67,4788332.75,1431665.917,1554999.333,1557499.5,1424165.75,1317499.167,1160832.333,1016665.833,780999,652726.3636,760908.3636,2087153.091,2003332.778,2025555.111,1579520.182,1338384.417,1323404,1267773.833,1185721.75,1245672.333
Colonial Sup'span Plus DA S3 - Cap Gtd,362638903.9,1868316667,2399426666,1942553333,400774999.1,69209998.67,138556665.8,8764997.833,4301664.833,3439998.9,4631817.091,2926362.273,4569998.5,4229999,,3707999.1,3071142.917,2192122.75,,,
Colonial Sup'span Plus DA S3 - Cap Sec,177255210.8,202325000,164583333.1,198495000.1,140947499.5,25779165.08,77274999.08,7025831.25,5376663.833,4383998.1,4342998.2,4228331.5,8588821.727,,,,,,,,
Colonial Sup'span Plus DA S3 - Growth,452265547.9,483133333.4,220047499.2,7307498.083,2176664.667,3099164.667,4384998,4363330.833,4113330.583,3537997,2778179.364,2852725.455,7274574.182,7186664.556,6922220.222,5356313.909,4077773.917,4023766.583,3858493,3558556,3489158.833
Colonial Sup'span Plus DA S3 - Gtd Cash,24041912.91,11921665.33,8554997.417,9831664.333,5424997.167,4079997.167,3292497.333,2408329.417,1725829.75,1614997.7,1501815,1173634.091,1186832.091,1073330.889,937775.4444,818978.9091,798503.6667,697777.75,668958,643383.25,634301.0833
Colonial Trustee SuperBond Balanced,,,,,,,,,,,,,,,,,,,,,
Colonial Trustee SuperBond Ser3 Balanced,,,,,,,,,,,,60699,59974.25,66794.25,73749.375,68369.63636,63345.5,68656,71389.08333,74915.16667,85443.90909
Colonial Trustee SuperBond Ser3 Mange Gr,,,,,,,,,,,,158400,169992.25,194319.5,168749.75,156540.3636,144945.8333,157124.5833,163360.1667,171407.4167,177611.6364
Colonial Trustee SuperBond Ser4 G'tdCash,,,,,,,,,,,,4999,5079.25,5231.5,9999.125,9619.363636,5862.25,5992.25,6170.5,6298.428571,
Colonial Trustee SuperBond Ser4 Mange Gr,,,,,,,,,,,,40099,43047,35434.25,23749.5,20069.45455,21196,22974.58333,23883.66667,24560.57143,
Colonial Trustee SuperBond Series 3 Aust,,,,,,,,,,,,44799,42821.75,49854.25,61249.375,52898.72727,47347.25,54367.33333,54930.41667,55678.66667,67061.63636
Colonial Trustee SuperBond Series 4 Aust,,,,,,,,,,,,,,,,,,,,,
Colonial TSup Bd - Capital Guaranteed,362638903.9,1868316667,2399426666,1942553333,400774999.1,69209998.67,138556665.8,8764997.833,4301664.833,3439998.9,4631817.091,2926362.273,4569998.5,4229999,,3707999.1,3071142.917,2192122.75,,,
Colonial TSup Bd - Capital Secure,65954543.45,61510830.58,49737497.5,41810829.92,30663329.25,21603329.42,20225829,16858328.67,14025828.17,11383994.7,9489995.182,9428177.909,16595333.55,15618884.78,13473329.89,10531746.55,8600871.583,7580416.833,6873280.083,6166012.833,5949439.833
Colonial TSup Bd - Guaranteed Cash,24041912.91,11921665.33,8554997.417,9831664.333,5424997.167,4079997.167,3292497.333,2408329.417,1725829.75,1614997.7,1501815,1173634.091,1186832.091,1073330.889,937775.4444,818978.9091,798503.6667,697777.75,668958,643383.25,634301.0833
Colonial TSup Bd - Managed Growth,452265547.9,483133333.4,220047499.2,7307498.083,2176664.667,3099164.667,4384998,4363330.833,4113330.583,3537997,2778179.364,2852725.455,7274574.182,7186664.556,6922220.222,5356313.909,4077773.917,4023766.583,3858493,3558556,3489158.833
Comm SBV Business Super Pool Cap Stable,,,,,,,,,,,,,,,,,,,,,
Comm SBV Business Superpool Balanced Fnd,,,,,,,,,,,,,,,,,,,,,
Con Temple - Partnership Aust Shares,,,,,,0,929999.4545,2634165.833,4283332.25,4636998.9,2870000,,,,,,,,,,2065134
Con Temple - Partnership Balanced,,,,,30899999.67,39199999.17,54099999.17,67919999.09,61258332.17,50905999.1,37644998.5,,,,,,,,,,26444991
Con Temple - Partnership Growth,,,,,5666666,10233332.67,18359165.67,32570908.18,32252499,26928998.9,17499999,,,,,,,,,,9116976
Con Temple - Partnership Secure,,,,,2500000,4183332.667,4536666,3455453.545,3290832.5,4628998.9,3124999.5,,,,,,,,,,1708051
Con Temple Master ADF - Cap Secure,,96171428.71,99387500,,,,,,,,,,,,,,,,,,
Con Temple Master ADF - Cap Stable,,121257142.7,111962500.3,,,,,,,,,,,,,,,,,,
Con Temple Master ADF - Market Link,35466666,89027272.64,118987499.8,,,,,,,,,,,,,,,,,,
Con Temple Partnership Conservative,,,,,16566666,17399999.5,23089165.58,19666362.73,13759165.33,10664999,7674999.5,,,,,,,,,,2921803.5
Con Temple Partnership Int Shares,,,,,,99999,1139999.167,4686665.833,8384165.583,7559999.3,3374999,,,,,,,,,,1288362.5
Con Temple SSP - Australian Fix Interest,,,,133333,699999.0833,1574999.25,1813332.583,1530832.5,1259998.333,837998.7,,,,,,,,,,,451935
Con Temple SSP - Australian Shares,,,,1059999.3,4691665.917,6949999.333,7982499.083,9304165.583,8855831.583,6624997.9,,,,,,,,,,,4055360.5
Con Temple SSP - Capital Secure,86533331.58,82016665.83,92308332.08,102516665.7,105191665.1,100133331.8,85424165.08,68787498.33,59512498.25,47799998.7,,,,,,,,,,,19733146
Con Temple SSP - Capital Stable,62874998.67,100708332,106691665.1,125799999,131116665.3,122899998.4,101877498.7,79464164.83,64249164.83,49956998.1,,,,,,,,,,,12776392.5
Con Temple SSP - Enhanced Cash,,,,2029999.3,3991666.167,6383332.5,6513332.75,4316666,4069998.917,2003999.2,,,,,,,,,,,727609.5
Con Temple SSP - Growth,36966665.25,77833331.67,115308331.9,163183331.9,198766665.3,206374998.1,188447498.3,164059997.8,137586664.4,106465998,,,,,,,,,,,46035651
Con Temple SSP - InTech Prop Secs Tr,,,,128571.1429,1174999.5,3083332.75,3266665.917,3441665.583,3462498.5,2653998,,,,,,,,,,,753392
Con Temple SSP - International Shares,,,,214285,908332.5833,2774999.083,3740832.417,5530832.25,4662498.333,2463998.4,,,,,,,,,,,1107360.5
Con Temple Super Inv - Capital Secure,102600000,94800000,98725000.25,,,,,,,,,,,,,,,,,,
Con Temple Super Inv - Capital Stable,60433333,115870000,113200000,,,,,,,,,,,,,,,,,,
Con Temple Super Inv - Market Linked,35466666,91099999.9,109199999.5,,,,,,,,,,,,,,,,,,
Corp West ADF - Deposit Fund,,,,,,,,,,,,,,,,,,,,,
Corp West ADF - Investment Fund,,,,,,,,,,,,,,,,,,,,,
Corp West Capital Stable Fund,,,,,,,,,,,,,,,,,,,,,
Corp West Super Investment Fund,,,,,,,,,,,,,,,,,,,,,
County - Enhanced Cash PST,,,,,,27550000,22259166.33,16391666.58,9371428.571,,,,,,,,,,,,
County - Protected August Fund,,,,,,,,,,,,,,,,,,,,,
County - Protected February Fund,,,,,,,299090.7273,414285.5714,,,,,,,,,,,,,
County - Protected May Fund,,,,,,,,,,,,,,,,,,,,,
County - Protected November Fund,,,,,,,14777499.83,12971428.57,,,,,,,,,,,,,
County Small Corporate - Growth Fund,679791666.8,984883333.6,357425000.3,5925000,3291666.667,366667,,,,,,,,,,,,,,,
County Small Corporate - June Protected,193708333.6,347075000.1,179358333.3,5883333.417,2941666.833,100000,,,,,,,,,,,,,,,
CPSL Master - Personal Superannuation,,,,,,,432221999.8,552871428.6,,,,,,,,,,,,,
Credit Suisse Global Long/Short Eq Sup,,,,,,,,,,,,,,,970001,,,,,,
Credit Suisse PST - Aust Fixed Interest,,,,,22049999.9,36146666.56,47992499.92,31186666.75,39768333,61096363.64,79684000.1,60183750.25,,,,,,,,,
Credit Suisse PST - Capital Stable,,835000,898333.1667,3643333.25,6747681.25,6673333.333,28832727.18,69329166.83,105523333.4,82501818.18,45009000.2,30738750.13,,,,,,,,,
Credit Suisse PST - Cash,,,85000,53774999.92,64375000.08,120825000,216504166.6,332459166.8,351635833.5,317831818.5,295950833.3,330033333,329169166.2,360862726.4,530855832.7,496551564.2,350451293.1,468559192.7,390190879.6,152904400.5,27171715.67
Credit Suisse PST - High Growth,,,,,,,,,3512222.667,2640000.182,1795000,1648750,,,,,,,,,
Credit Suisse PST - International F/Int,35052499.08,51059166.17,54333332.58,81306666.08,96124999.42,265069999,348843332.8,439158332.8,542029165.8,496450908.1,462228332.8,412240832.6,458875832.7,457555454,383634166.2,273459674.5,199030887.4,111876590.8,83739863.17,72951689.67,66064412.83
Credit Suisse PST - Property Fund,,,,,,,,,,1743333.333,2664000,5242500,,,,,,,,,
Credit Suisse PST - Universal Shares Fd,,,,,,,,,,99053333.33,76197000.2,62799999.63,,,,,,,,,
Credit Suisse SupRO - Aust Fix Interest,4973999.6,92459999.14,106354165.9,146366666.1,188226666.1,270949999.3,536709999.3,864852706.3,1109410789,1119432449,951453312.8,908063332.7,772520832.8,736127122.9,695683955.3,545065838.3,458352568.8,386669449.5,509855484.5,519749330.2,448777378.3
Credit Suisse SupRO - Australian Shares,1031665.667,29529999.57,29902499.42,41680832.58,81838332.75,209839999.5,655567499.3,1534232241,2392651446,2213998786,1548935833,968079165.9,530564999.4,420323403.1,380217443.3,257431307.8,171919748.9,132653855.9,107177939.2,77544476.08,54692695.42
Credit Suisse SupRO - Capital Growth,,88570.71429,114999.0833,314999.5,12948332.83,28133332.67,101578332.5,654841921.3,1438639790,1414599986,1088075393,860576666.1,635394999.6,529031513.1,465273283.7,320128852.7,228408055.7,188835327.4,157308212.8,132920675,117038776.4
Credit Suisse SupRO - Capital Stable,,327141.8571,319166.0833,549999.1667,733332.75,688332.8333,18815832.67,106298999.1,189662499.2,201706362.5,179169999.2,176074999.6,149971665.9,119859999.4,105411817.8,72017222.33,47309563.27,40898059.75,34109417.17,27597499.5,34700687.67
Credit Suisse SupRO - Cash,,,85000,53774999.92,64375000.08,120825000,216504166.6,332459166.8,351635833.5,317831818.5,295950833.3,330033333,329169166.2,360862726.4,530855832.7,496551564.2,350451293.1,468559192.7,390190879.6,152904400.5,27171715.67
Credit Suisse SupRO - Glbl Post Vent Cap,,,,,,,,3680000.5,5816666.5,5041818.182,3705833.5,4467499.875,,,,,,,,,
Credit Suisse SupRO - Global New Tech,,,,,,,,,54000,79000,54999.75,,,,,,,,,,
Credit Suisse SupRO - High Growth,,,,,,,,,27152727,25912727.18,19485833.42,22552499.88,,,,,,,,,
Credit Suisse SupRO - Intern'l Shares,30784999.25,68357499.33,119884999.6,272647499.3,508411666.3,971874999.3,1820039999,3667479999,5152728331,5188151665,4721232499,5459166665,4984994999,4442609999,4164565454,2557944509,1389822850,1101366160,905898052,817304036.5,957282183.8
Credit Suisse SupRO - Intl Fix Interest,35052499.08,51059166.17,54333332.58,81306666.08,96124999.42,265069999,348843332.8,439158332.8,542029165.8,496450908.1,462228332.8,412240832.6,458875832.7,457555454,383634166.2,273459674.5,199030887.4,111876590.8,83739863.17,72951689.67,66064412.83
Credit Suisse SupRO - Property,2930000,5978333.333,7753333.417,16508333.33,36115833.42,57040833.42,90241666.5,171129998.3,320765830.9,375428332,339585832.3,401728331.8,594849165.3,712616665.2,731913332.3,412745010.3,231785439,230260909.3,155403968.3,136706806.5,148172476.3
Credit Suisse SupRO - Universal Shares,,,,,,,,,10486363.91,10777999.6,10201666.67,11575000,,,,,,,,,
Crescent Wealth Super - Balanced,,,,,,,,,,,,,,,,,,,,,
Crescent Wealth Super - Conservative,,,,,,,,,,,,,,,,,,,,,
Crescent Wealth Super - Growth,,,,,,,,,,,,,,,,,,,,,
CS Global Diversified Strategies Fund,,,,,,,,,,,,,,,,,,,,,
C'wealth Life Bus Sup - Balanced,,84975831.67,213686664.7,297091663.9,394558330.6,571291664,777928330.3,867566663,790350829.3,824657497.8,756234165.3,625247270.3,530506570.5,496897774.7,462013330.9,401632222.3,329904541.7,293425574,257194588,235503657.7,226122376
C'wealth Life Bus Sup - Capital Secure,2493874163,2478791663,2415908330,2513133330,2476708330,2200424997,1987255830,1688766662,1397106662,1232050831,1124514165,984569997.1,846173870.7,749169996.7,654053330.2,591994902.5,559306921.7,503927340.1,446763527.2,406603711,362331437.8
C'wealth Life Bus Sup - Growth,,1802499.875,8977776.222,77591664.25,166458330.8,330499997.1,625137497.1,960591663.7,1021477496,1226097498,1091010832,955070906.9,878579674.7,918229997,955407775.7,809645193.9,662939425.8,620012157.3,531140117.3,469255572.6,461898822.6
C'wealth Life Bus Sup - Managed,640849163.1,1156533330,1246591664,1401499997,1592308330,1837324996,2129175830,2342066662,2229256662,2104779164,1989733331,1818595452,1684205721,1695088885,1677871108,1348604458,1063789446,985396484.3,848748042,750054403.3,731437918.2
C'wealth Life Corp Sup - Balanced,,84975831.67,213686664.7,297091663.9,394558330.6,571291664,777928330.3,867566663,790350829.3,824657497.8,756234165.3,625247270.3,530506570.5,496897774.7,462013330.9,401632222.3,329904541.7,293425574,257194588,235503657.7,226122376
C'wealth Life Corp Sup - Capital Secure,2493874163,2478791663,2415908330,2513133330,2476708330,2200424997,1987255830,1688766662,1397106662,1232050831,1124514165,984569997.1,846173870.7,749169996.7,654053330.2,591994902.5,559306921.7,503927340.1,446763527.2,406603711,362331437.8
C'wealth Life Corp Sup - Growth,,1802499.875,8977776.222,77591664.25,166458330.8,330499997.1,625137497.1,960591663.7,1021477496,1226097498,1091010832,955070906.9,878579674.7,918229997,955407775.7,809645193.9,662939425.8,620012157.3,531140117.3,469255572.6,461898822.6
C'wealth Life Corp Sup - Managed,640849163.1,1156533330,1246591664,1401499997,1592308330,1837324996,2129175830,2342066662,2229256662,2104779164,1989733331,1818595452,1684205721,1695088885,1677871108,1348604458,1063789446,985396484.3,848748042,750054403.3,731437918.2
C'wealth Life RO - Balanced,,84975831.67,213686664.7,297091663.9,394558330.6,571291664,777928330.3,867566663,790350829.3,824657497.8,756234165.3,625247270.3,530506570.5,496897774.7,462013330.9,401632222.3,329904541.7,293425574,257194588,235503657.7,226122376
C'wealth Life RO - Capital Secure,2493874163,2478791663,2415908330,2513133330,2476708330,2200424997,1987255830,1688766662,1397106662,1232050831,1124514165,984569997.1,846173870.7,749169996.7,654053330.2,591994902.5,559306921.7,503927340.1,446763527.2,406603711,362331437.8
C'wealth Life RO - Growth Fund,,1802499.875,8977776.222,77591664.25,166458330.8,330499997.1,625137497.1,960591663.7,1021477496,1226097498,1091010832,955070906.9,878579674.7,918229997,955407775.7,809645193.9,662939425.8,620012157.3,531140117.3,469255572.6,461898822.6
C'wealth Life RO - Managed,640849163.1,1156533330,1246591664,1401499997,1592308330,1837324996,2129175830,2342066662,2229256662,2104779164,1989733331,1818595452,1684205721,1695088885,1677871108,1348604458,1063789446,985396484.3,848748042,750054403.3,731437918.2
C'wealth Life RO - Savings Account,9388888.889,56875000,124058333.7,170274999.7,245366665.2,345061664.9,452048331.8,441749998.2,326682498.5,300631248.4,313818180.3,288149089.7,261035832.4,237546665.2,220714443.3,219064437.8,225225464.1,202777323.9,187456491.8,179452090.2,166995685.8
C'wealth Life RO Bd - Capital Secure,2493874163,2478791663,2415908330,2513133330,2476708330,2200424997,1987255830,1688766662,1397106662,1232050831,1124514165,984569997.1,846173870.7,749169996.7,654053330.2,591994902.5,559306921.7,503927340.1,446763527.2,406603711,362331437.8
C'wealth Life RO Bd - Managed,640849163.1,1156533330,1246591664,1401499997,1592308330,1837324996,2129175830,2342066662,2229256662,2104779164,1989733331,1818595452,1684205721,1695088885,1677871108,1348604458,1063789446,985396484.3,848748042,750054403.3,731437918.2
C'wealth Life Sup M'Trs - Balanced,,228657142.9,290344444.6,442258333.5,1280315833,1723158334,898515833,118416664.7,243528331.3,290204998.8,278168180,280810907.6,284717212.4,285933331.8,290733332,266040973.3,242671187.3,163183307,126249753.4,125767872.1,128250883.3
C'wealth Life Sup M'Trs - Cap Secure,36574999.58,51916666.17,63841666,81874999.5,92124999.42,92758332.42,94194999.5,85274998.92,79011666,71009999,64041817.27,60548181.55,57971943.82,57653332.67,50544444,45050523.91,43170306.67,36678730.5,,,
C'wealth Life Sup M'Trs - Growth,,1796249.875,10566666.56,89358333.17,194420833.2,398233333.2,487166666.3,165891665.3,497949998.3,579091248.3,515640907.6,526586362,531419256.7,549516665.6,571263332.6,479963994.1,388286076,333689222.8,274409541.9,243718579,246981740.7
C'wealth Life Sup M'Trs - Managed,689766666.7,1349175000,1505572500,1744175000,2029916667,2460758333,1984742500,252516665,572980831.4,652744997.8,533754543.8,512526362.4,498461388.8,477637776.6,460918887.2,351257690.7,270356408.3,193666376.7,139384303.8,118606895.5,113491320.2
C'wealth Pers Sup&RO - Australian Shares,,,,,2049999,26069999.45,41823332.75,38514165.75,39661665.58,41212498.75,40158180.91,46276362.73,60499071.73,77886666.11,101371110.6,87711835.82,75740563.92,77772986.67,65727821.58,53803423.83,52151735.08
C'wealth Pers Sup&RO - Balanced,,84975831.67,213686664.7,297091663.9,394558330.6,571291664,777928330.3,867566663,790350829.3,824657497.8,756234165.3,625247270.3,530506570.5,496897774.7,462013330.9,401632222.3,329904541.7,293425574,257194588,235503657.7,226122376
C'wealth Pers Sup&RO - Capital Secure,2493874163,2478791663,2415908330,2513133330,2476708330,2200424997,1987255830,1688766662,1397106662,1232050831,1124514165,984569997.1,846173870.7,749169996.7,654053330.2,591994902.5,559306921.7,503927340.1,446763527.2,406603711,362331437.8
C'wealth Pers Sup&RO - Growth,,1802499.875,8977776.222,77591664.25,166458330.8,330499997.1,625137497.1,960591663.7,1021477496,1226097498,1091010832,955070906.9,878579674.7,918229997,955407775.7,809645193.9,662939425.8,620012157.3,531140117.3,469255572.6,461898822.6
C'wealth Pers Sup&RO - Managed,640849163.1,1156533330,1246591664,1401499997,1592308330,1837324996,2129175830,2342066662,2229256662,2104779164,1989733331,1818595452,1684205721,1695088885,1677871108,1348604458,1063789446,985396484.3,848748042,750054403.3,731437918.2
C'wealth Pers Sup&RO - Savings A/c,9388888.889,56875000,124058333.7,170274999.7,245366665.2,345061664.9,452048331.8,441749998.2,326682498.5,300631248.4,313818180.3,288149089.7,261035832.4,237546665.2,220714443.3,219064437.8,225225464.1,202777323.9,187456491.8,179452090.2,166995685.8
C'wealth SupOpt - Aggressive,,,,,1135833.083,8779166.583,16452500.42,27450000,34383332.08,38714999,40326363,46614544.64,45044999.4,41073332.56,41174443.67,32406999.6,24230778.25,21782150.75,,,
C'wealth SupOpt - Capital Secure,36574999.58,51916666.17,63841666,81874999.5,92124999.42,92758332.42,94194999.5,85274998.92,79011666,71009999,64041817.27,60548181.55,57971943.82,57653332.67,50544444,45050523.91,43170306.67,36678730.5,,,
C'wealth SupOpt - Conservative,,228657142.9,290344444.6,442258333.5,1280315833,1723158334,898515833,118416664.7,243528331.3,290204998.8,278168180,280810907.6,284717212.4,285933331.8,290733332,266040973.3,242671187.3,163183307,126249753.4,125767872.1,128250883.3
C'wealth SupOpt - Conservative Managed,,,,,1154166.667,6732500.25,10883333.42,15360000,17285832.67,16279999.13,16086363.18,18218181,16551999.5,14547777.11,13725554.78,10758999.5,8513370.083,7921296.25,,,
C'wealth SupOpt - Growth,,1796249.875,10566666.56,89358333.17,194420833.2,398233333.2,487166666.3,165891665.3,497949998.3,579091248.3,515640907.6,526586362,531419256.7,549516665.6,571263332.6,479963994.1,388286076,333689222.8,274409541.9,243718579,246981740.7
C'wealth SupOpt - Managed,689766666.7,1349175000,1505572500,1744175000,2029916667,2460758333,1984742500,252516665,572980831.4,652744997.8,533754543.8,512526362.4,498461388.8,477637776.6,460918887.2,351257690.7,270356408.3,193666376.7,139384303.8,118606895.5,113491320.2
C'wealth SupOpt - Managed Growth,,,,,3214999.667,19191666.67,34799999.83,54849999.8,70645832.42,81304998.88,82281817.55,93359090.55,91797999.5,83542221.67,82905555,65273999.5,48817093.08,42943472,,,
C'wealth SupOpt - Shares,,,,,513333.3333,6892500,19786667,40260000.1,54229165.75,58906248.88,59254544.73,66495454,61221999.4,53336666.33,53648888.11,41225999.4,29348178.83,26484418.75,,,
C'wealth SupSel - AMP Divers Gr Cl A,,,,,,,,6039999.9,4952500.5,,,,,,,,,,,,
C'wealth SupSel - Australian Shares,,,,,,,99999,25311665.83,25814998,33439998.5,34479998.45,40026362.36,52240177.64,62774443,75459998.78,60886867.09,48257605.58,49087237.67,41914413.5,36028349.5,39147840.25
C'wealth SupSel - Balanced,,228657142.9,290344444.6,442258333.5,1280315833,1723158334,898515833,118416664.7,243528331.3,290204998.8,278168180,280810907.6,284717212.4,285933331.8,290733332,266040973.3,242671187.3,163183307,126249753.4,125767872.1,128250883.3
C'wealth SupSel - BT Balanced,,,,,,,199999,3874999.333,18715831.08,25824998.63,12574543.36,12126362.55,13267881.27,13823332,14357776.78,11128497.27,8995880.25,8009362.333,6367087.083,5192846.417,5051615.667
C'wealth SupSel - BT Conserv Outlook NTP,,,,,,,,1640000.2,2494999.875,,,,,,,,,,,,
C'wealth SupSel - Capital Defensive,,,,,,,166666,7283332.833,19936665.83,29238749,34697272.09,29590908.64,24660131.82,21257777.22,16313332.89,14253257.55,13815211.08,12391656.5,10658327.75,10384210.5,9682947.583
C'wealth SupSel - CFS Balanced,,,,,,,,,,8869999.25,11646362.91,11284544.91,9811882.727,8788888.222,8235554.889,6194414.818,4509307.167,3642625.75,2785792.417,2486884,2266951.75
C'wealth SupSel - CFS Conservative,,,,,,,,,,13147999.4,17081817.18,15410908.27,13652015.73,13724444,12203332.67,9319645.727,6414448.167,5021134.5,4154232.917,3749337.667,3248747
C'wealth SupSel - CFS Diversified,,,,,,,,,,15379999.25,15990908.36,16422726.64,15775299.18,16428888.33,16772221.78,12451264.91,10221746.83,9311996.667,7595017,6564052.083,6868063.667
C'wealth SupSel - CSuisse Capital Growth,,,,,,,149999,10054166.08,43279164.92,86618748.25,81199089.36,74350907.55,64809353.09,63047776.44,60251110,44760474.27,34691660.5,32236978.83,26760255.92,23335076.75,22601530.83
C'wealth SupSel - Growth,,1796249.875,10566666.56,89358333.17,194420833.2,398233333.2,487166666.3,165891665.3,497949998.3,579091248.3,515640907.6,526586362,531419256.7,549516665.6,571263332.6,479963994.1,388286076,333689222.8,274409541.9,243718579,246981740.7
C'wealth SupSel - ING Balanced,,,,,,,,7970000.3,14363749.5,,30209999.5,,,,,,,,,,
C'wealth SupSel - Managed,689766666.7,1349175000,1505572500,1744175000,2029916667,2460758333,1984742500,252516665,572980831.4,652744997.8,533754543.8,512526362.4,498461388.8,477637776.6,460918887.2,351257690.7,270356408.3,193666376.7,139384303.8,118606895.5,113491320.2
C'wealth SupSel - MLM Ws Managed Income,,,,,,,,1230000.2,2050000.375,,,,,,,,,,,,
C'wealth SupSel - Perp Split Growth,,,,,,,133332.6667,6464165.75,22797498.33,26753748,23754544.09,24945453.27,24920268.27,25933332.11,25627776.67,19723186,16485178.17,14713321.75,11805458.67,10950048.83,12569020.92
C'wealth SupSel - Perpetual Balanced Gr,,,,,,,,,,3722499,4879090.364,5764545,7209382.182,7333332.667,6461110.778,4503974.727,3040987,2669936.917,2045289.583,1754366.333,1901592.833
C'wealth SupSel - Savings,,,,,,,633332.3333,70258332.67,135270832.8,151087499.3,187315454,150457272,107191829.3,82316666,64933332.78,57239199.36,54179459,42590412.58,34211407.08,30211992.83,25608752.83
C'wealth SupSel - Shares,,,,,,,233332.6667,20083332.75,80788332.67,93404999.13,85207271.73,91066362.91,97189504.82,104165555.1,108174443.9,85815986.73,71100722.08,69134591.33,59907955.33,53314875.33,56293332.42
C'wealth SupSel - Zurich Managed Growth,,,,,,,,3850000.4,12314999.75,,,,,,,,,,,,
Deutsche PST - Australian Eq Alpha Invmt,,,,,,,,,53984999.88,45446666.75,25409000.2,6479702000,5384900000,,,,,,,,
Deutsche PST - Balanced Invmt Option,,,,,,,,,19737272.45,24495833.33,18915000.5,,,,,,,,,,
Deutsche PST - Capital Stable Inv Option,,,,,,,,,9196363.455,12432500.08,10665000.5,,,,,,,,,,
Deutsche PST - Global Equity Inv Option,,,,,,124642000,92062499.67,79626666.58,285279166.8,704860833.2,42036999.9,904699999.9,460519999.5,,,,,,,,
Deutsche PST - High Growth Invmt Option,,,,,,,,,24291818.09,28297499.92,15380000,,,,,,,,,,
Deutsche PST - Prop Securities Inv Opt,,,3250999.6,24628332.42,88140832.58,162684166.1,242841665.8,347368332.5,419495832.4,564054999.1,605089165.9,562548332.9,580955832.8,643599999.5,765779999.6,418152807.5,231898016.6,282065207.9,271474999.4,251633332.9,250453611.2
DFM IMS Rollover - Property Securities,,,,,,,,,,,,,,,,,,,,,
Dominion - Traded Policies PST,,,,,,,,,,,,,,,,,,,,,
Easy Sup Suncorp-InTech MM High Gr,,,,,,,,,,,,,,,,,,,,,
Energy Super Australian Shares,,,,,,,,,,,,,,,,,,,142149999,137152499.5,182092142.2
Energy Super Balanced,,,,,,,,,,,,,,,,,,,2649429999,2668753333,2977371402
Energy Super Capital Managed,,,,,,,,,,,,,,,,,,,66360000,75565832.92,103098469.9
Energy Super Cash Deposit,,,,,,,,,,,,,,,,,,,83799999,76203332.75,66246752.42
Energy Super Cash Enhanced,,,,,,,,,,,,,,,,,,,269960000,226667499.4,288153553.8
Energy Super Growth,,,,,,,,,,,,,,,,,,,304589999,250041666.3,315789397.3
Energy Super International Shares,,,,,,,,,,,,,,,,,,,19830000,19279999.33,28557155.58
Energy Super MySuper,,,,,,,,,,,,,,,,,,,,,
Energy Super SRI Balanced,,,,,,,,,,,,,,,,,,,,7591999.5,11591561.83
Energy Super Stable,,,,,,,,,,,,,,,,,,,89199999,60821666.08,102306943
Equip Balanced Growth,,,,,,,,,,,,,,,,,,1531505000,1567145104,1655795588,1581098404
Equip Conservative,,,,,,,,,,,,,,,,,,250139999.5,254395118.2,282866222.8,297413856.7
Equip Growth Plus,,,,,,,,,,,,,,,,,,314560000,316662071.1,312398336.6,379237999.2
EquitiLink ADF-Capital Stable Units,,,,3076666.667,2496000.2,,,,,,,,,,,,,,,,
EquitiLink SuperStable Fund,,,,950000,810000.1,,,,,,,,,,,,,,,,
EquitySuper PST Balanced,,,,,,,,,,,,,,,,,1448316,1981443.25,2760315.333,3566776.417,4263334.833
EquitySuper PST Balanced Growth,,,,,,,,,,,,,,,,,38784025,39725753.67,45259883.75,54297402.92,64711923.75
