Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
GIO Super Investment Plan-F Units,,,,,,,,,,,,,,,,,,,,,
GIO Super Investment Plan-G Units,,,,,,,,,,,,,,,,,,,,,
GIO Super Investment Plan-I Units,,,,,,,,,,,,,,,,,,,,,
GIO Super Investment Plan-L Units,,,,,,,,,,,,,,,,,,,,,
GIO Super Investment Plan-M Units,,,,,,,,,,,,,,,,,,,,,
GIO Super Investment Plan-O Units,,,,,,,,,,,,,,,,,,,,,
GIO Super Investment Plan-S Units,,,,,,,,,,,,,,,,,,,,,
GIO Wholesale - Super Australian Share,294310833.3,452481666.7,542144166.7,607560000,764366666.7,846569166.7,985904166.7,1087357500,,,,,,,,,,,,,
Global ADF - Capital Growth Fund,438333.33,333636.36,212000,,,,,,,,,,,,,,,,,,
Global ADF - Capital Preservation Fund,51666.67,32727.27,26000,,,,,,,,,,,,,,,,,,
Global Mercator Master Sup - Division 2,600000,11500000,22490000,,,,,,,,,,,,,,,,,,
Global Mercator Master Sup - Division 3,500000,14667500,16060000,,,,,,,,,,,,,,,,,,
Global Mercator Master Sup - Division 4,5300000,32640000,35664000,,,,,,,,,,,,,,,,,,
Global Mercator Master Sup - Division 5,10000,212500,438000,,,,,,,,,,,,,,,,,,
GT Super Series - Bal Pers Retirement,346666.67,755000,942500,900000,850000,,,,,,,,,,,,,,,,
GT Super Series - Balanced ADF,1270000,2445454.55,2495833.33,2600000,2600000,,,,,,,,,,,,,,,,
GT Super Series - International ADF,1831666.67,3833333.33,5102500,6166666.67,6800000,,,,,,,,,,,,,,,,
Guardian Deferred Ann - Managed,0,11560000,11915000,3565000,3552500,3670000,,3086250,2959166.67,2669166.67,2506000,2705000,2818333.33,2915833.33,2790000,1404528.75,1285409.5,1300211.42,1146170.42,1084161.25,1160976.33
Guardian Deferred Ann-Cash,0,4810000,4955000,1485000,1247500,1025000,,458750,339166.67,288333.33,158181.82,150000,150000,155000,294000,663831.92,686736.75,388800.75,168364.08,162800.75,165073.58
Guardian Deferred Ann-Equity,0,300000,365000,297500,272500,285000,,233750,241666.67,227500,206363.64,231666.67,265833.33,281666.67,313000,270012.5,257284.25,286263,107544.08,62974.33,35176.83
Guardian Deferred Ann-Fixed Interest,0,6670000,6375000,4580000,4305000,3630000,,2320000,2352500,2049166.67,1880909.09,1561666.67,1355833.33,1205000,969000,822355.42,710622.5,712932.33,731847.17,759858.75,750457.92
Guardian NGES Super - Managed P'folio,0,0,0,0,,,,11556250,2330833.33,775833.33,485000,504166.67,524166.67,601666.67,666000,590691.42,551855.5,596964.33,567117.67,350371.58,376464.17
Guardian NGES Super-Cash Portfolio,0,0,0,0,,,,1387500,203333.33,70000,70000,70000,70000,72500,80000,41668,25093.83,15530.33,14859.17,14793.17,15026.67
Guardian NGES Super-Equity Portfolio,0,0,0,0,,,,790000,105833.33,10000,10000,10000,10000,20000,20000,18083,14719.92,16271.75,15945.5,,
Guardian NGES Super-Fixed Interest,0,0,0,0,,,,1388750,170833.33,10000,10000,10000,10000,12500,20000,19331.17,15998.67,16956.08,17767.25,7808.33,8002
Guardian Super Bond - Managed,0,17340000,17870000,13314000,13502500,14315000,,10680000,3810833.33,3348333.33,2782000,2676666.67,2685000,2076666.67,507000,396230.83,371790.25,411127.5,394629.67,263588.83,300194.08
Guardian Super Bond-Cash,0,3200000,3300000,3985000,3617500,3180000,,521250,430833.33,390833.33,430909.09,358333.33,301666.67,226666.67,141000,150543.25,155237.25,159478.83,163820.33,167147.58,169481.33
Guardian Super Bond-Equity,0,1180000,1470000,932500,1165000,1400000,,407500,420000,362500,264545.45,275833.33,297500,231666.67,90000,762.5,834.58,928.92,915.92,900,
Guardian Super Bond-Fixed Interest,0,10000000,9565000,6937500,6362500,5835000,,1937500,1734166.67,1395833.33,1244545.45,1086666.67,937500,646666.67,90000,90069.58,90322.42,95842.42,100371,107201.92,109858.67
Hambros ADF - American Fund,,,,,,,,,,,,,,,,,,,,,
Hambros ADF - Australian Fund,,,,,,,,,,,,,,,,,,,,,
Hambros ADF - European Fund,,,,,,,,,,,,,,,,,,,,,
Hambros ADF - Japanese Fund,,,,,,,,,,,,,,,,,,,,,
Hambros ADF - United Kingdom Fund,,,,,,,,,,,,,,,,,,,,,
Hambros Super Trust-Europe Fund,,,,,,,,,,,,,,,,,,,,,
Hambros Super Trust-Japan - Asia Fund,,,,,,,,,,,,,,,,,,,,,
Hambros Super Trust-North American Fund,,,,,,,,,,,,,,,,,,,,,
Heine - Superannuation Fund,10374000,7933333.33,7354166.67,6529166.67,7516666.67,6490909.09,5020000,,,,,,,,,,,,,,
Heine Super - Capital Stable Option 1,,,,,3995000,13090833.33,19935000,19650000,,,,,,,,,,,,,
Heine Super - Cash Fund,,,195000,619166.67,740833.33,575833.33,410833.33,300000,,,,,,,,,,,,,
Heine Super - Property Securities,,,,20000,160000,516666.67,3107500,3830000,,,,,,,,,,,,,
Heine Super & RO Plan - Property,,,,,,,,,,,,,,,,,,,,,
Heine Super Plan - Mortgage,10853333.33,20051666.67,36376666.67,54021666.67,69630833.33,70353333.33,66401666.67,56300000,,,,,,,,,,,,,
Heritage Masterfund - Rollover Division,4401666.67,37140000,35413333.33,29667500,22916666.67,17666666.67,,,,,,,,,,,,,,,
HESTA Super Conservative Pool,,,,,,,,,,,,,59872727.27,80690833.33,104690000,161225000,203585000,220860000,288560833.3,406090000,534377222.4
HESTA Super Core Pool,,,,,,,,,3043205255,3448012942,4138832637,5588112381,6884545455,9004105000,11656476667,11398350000,11072352500,13489825833,15005553333,16200952500,19540901443
HESTA Super Shares Plus,,,,,,,,,,,,,254781818.2,315605833.3,415428333.3,451133333.3,402902500,418145833.3,465801666.7,492571666.7,578391222.6
HOSTPLUS Balanced,,,,,,,,,,1823316870,2124170041,2834342135,3709518349,4842605232,6209317623,6553637020,6266226568,7489837857,8367132840,9092340167,11035014449
HOSTPLUS Capital Stable,,,,,,,,,,3220902,,8665485.25,10849034.17,16132070.17,25994634.75,38713726.11,46841581,63571565.25,69739637.08,111102000,139351921.8
HOSTPLUS Shares Plus,,,,,,,,,,26659344.67,28339429.33,35370064.75,46913356.18,67125111.91,107312415.8,125698698.4,123034124,156459132,167185716.3,174727583.3,221446122.8
HSBC - Capital Growth ADF,31050000,29851666.67,33616666.67,57271666.67,73792500,76808333.33,75175000,,,,,,,,,,,,,,
HSBC - Capital Stable ADF,848000,1096666.67,2216666.67,5370000,7175000,6766666.67,6250000,,,,,,,,,,,,,,
HSBC - Cash Plus ADF,8130000,6275000,5983333.33,6088333.33,6482500,4316666.67,3625000,,,,,,,,,,,,,,
HSBC - Employee & Top-Up Fund,2700000,2936666.67,3100000,3341666.67,3505833.33,3662500,,,,,,,,,,,,,,,
HSBC - Self-Employed Fund,996000,1088333.33,1066666.67,1050000,1016666.67,985000,,,,,,,,,,,,,,,
HSBC FChoice PST - Active Australian Eq,,,,,,,,50000,1085000,1907500,1351111.11,,,,,,,,,,
HSBC FChoice PST - Asian Equity,,,,,,,,182000,412500,598333.33,337777.78,,,,,,,,,,
HSBC FChoice PST - Aust Small Companies,,,,,,,,160000,545000,1045000,1123333.33,,,,,,,,,,
HSBC FChoice PST - Cash Management Trust,3791666.67,2025833.33,3359166.67,3724166.67,3550000,3625000,3583333.33,3550000,1710000,1383636.36,70000,,,,,,,,,,
HSBC FChoice PST - Diversified Growth,,,,,,,,5875000,4359166.67,450833.33,176666.67,,,,,,,,,,
HSBC FChoice PST - Imputation,,,,,,,,143333.33,583333.33,938333.33,828888.89,,,,,,,,,,
HSBC FChoice PST - International Equity,,,,,,,,230000,1430000,1728333.33,1315555.56,,,,,,,,,,
HSBC FChoice PST - Tax Exempt Aust Eq,,,,,,,,110000,265000,350000,224444.44,,,,,,,,,,
HSBC FChoice PST - Tax Exempt Imputation,,,,,,,,64000,220833.33,378333.33,330000,,,,,,,,,,
HSBC FChoice PST TE Active Australian Eq,,,,,,,,133333.33,339166.67,603333.33,351111.11,,,,,,,,,,
Hunter Hall Ethical Super-Australian Eq,,,,,,,,,,,328000,1359166.67,2122500,2660000,3813333.33,,,,,,
Hunter Hall Ethical Super-Balanced Eq,,,,,,,,,,,4368000,13759000,23193636.36,30536000,42830000,,,,,,
Hunter Hall Ethical Super-Int Equity,,,,,,,,,,,458000,1978181.82,4104444.44,7064000,11145000,,,,,,
Hyperion Balanced Super Fund,7041666.67,22716666.67,24941666.67,33020000,109108333.3,236991666.7,326057500,370320000,298326666.7,86656666.67,19236666.67,9670000,4190000,3011428.57,,,,,,,
IMB Building Society - ADF,41664166.67,51616666.67,63125000,68283333.33,62281666.67,45883333.33,,,,,,,,,,,,,,,
ING Corp Super BT Putnam Gbl Cr Hdgd,,,,,,,,,,,76666.67,271666.67,302000,,,,,,,,
ING Integra-BT Putnam Global Core Hedged,,,,,,,,,,,17500,156666.67,420833.33,612727.27,,,,,,,138036901
ING Life Pool Sup Master - Aust Shares,,,,,,,,19305555.56,29020000,,,,,,,,,,,,
ING Life Pool Sup Master - Balanced,,,,,,,,35831666.67,71950000,,,,,,,,,,,,
ING Life Pool Sup Master - Cash Fund,0,0,0,,,,8525833.33,10329166.67,10486250,,,,,,,,,,,,
ING Life Pool Sup Master - Int'l Shares,,,,,,,,11730000,18435454.55,,,,,,,,,,,,
ING Life Pool Sup Master - Property Secs,,,,,,,,667500,971818.18,,,,,,,,,,,,
ING OA Per Sup SGAM Protected Alt Fd,,,,,,,,,,,,,,,142222.22,150000,101254.67,75278.6,,,
ING OA Per Sup SGAM Protected Alt Fd N,,,,,,,,,,,,,,,80000,177272.73,176661.5,150006.6,30.86,43.55,45.13
Inlife Capital G'teed Bond Def Annuity,,,,,,,,,,,,,,,,,,,,,
Inlife Capital Guaranteed Bond Super,,,,,,,,,,,,,,,,,,,,,
Inlife Capital Stable Deferred Annuity,,,,,,,,,,,,,,,,,,,,,
Inlife Capital Stable Super Bond,,,,,,,,,,,,,,,,,,,,,
Inlife DA Bond-Balanced Sector (NEF),,,,,,,,,,,,,,,,,,,,,
Inlife DA Bond-Capital Guaranteed (NEF),,,,,,,,,,,,,,,,,,,,,
Inlife DA Bond-High Growth (NEF),,,,,,,,,,,,,,,,,,,,,
Inlife Deferred Annuity Bond-High Growth,,,,,,,,,,,,,,,,,,,,,
Inlife Deferred Annuity-Balanced Sector,,,,,,,,,,,,,,,,,,,,,
Inlife Super Bond-Balanced Sector,,,,,,,,,,,,,,,,,,,,,
Inlife Super Bond-Balanced Sector (NEF),,,,,,,,,,,,,,,,,,,,,
Inlife Super Bond-Capital Gtd (NEF),,,,,,,,,,,,,,,,,,,,,
Inlife Super Bond-High Growth,,,,,,,,,,,,,,,,,,,,,
Inlife Super Bond-High Growth (NEF),,,,,,,,,,,,,,,,,,,,,
Inlife Super Trust-Capital Stable,,,,,,,,,,,,,,,,,,,,,
Inlife Super Trust-Managed Growth,,,,,,,,,,,,,,,,,,,,,
Inv Action Super Income Opton-Index Plus,,,,,,,,,,,,,,,,,,,,,
Invesco ADF-Growth Fund,21141666.67,61928333.33,77750000,90391666.67,95208333.33,99700000,80315000,55466666.67,42316666.67,30954545.45,24000000,,,,,,,,,,
Invesco ADF-June Protected Growth Fund,10858333.33,35726666.67,49375000,55745000,55800000,48683333.33,33881666.67,19550000,13400000,9872727.27,24000000,,,,,,,,,,
Invesco Conservative Trust - August Fund,,41310000,43261666.67,53573333.33,75011666.67,97951666.67,110766666.7,102566666.7,90654166.67,59614444.44,29527777.78,,,,,,,,,,
Invesco Conservative Trust - February,,38736363.64,43335000,54857500,75128333.33,97879166.67,106216666.7,98769166.67,88029166.67,58280000,27405555.56,,,,,,,,,,
Invesco Conservative Trust - May Fund,,49977500,50700833.33,65570833.33,84661666.67,105133333.3,114816666.7,107122500,95895833.33,63455555.56,31650000,,,,,,,,,,
Invesco Conservative Trust - November,,17865000,19286666.67,30656666.67,49700833.33,87330000,100681666.7,99817500,96062500,63073333.33,28258888.89,,,,,,,,,,
Invesco SupSeries Bal Super Strategy,,,,,,,,2683333.33,2417500,2083333.33,1580000,,,,,,,,,,
Invesco Wholesale Asian Share PST,,,,3904444.44,9809166.67,8551818.18,14629166.67,32913333.33,25837272.73,16887272.73,9236363.64,8741666.67,8630000,8854615,7295833.33,4842378.18,,,,,
Invesco Wholesale Balanced PST,2894166.67,4190909.09,1890833.33,1991666.67,2158333.33,1194545.45,1171666.67,1089166.67,934545.45,620000,524000,,,,,,,,,,
Invesco Ws December Protected Gr PST,,,,,,35440000,33671666.67,16558333.33,5200000,3772727.27,,,,,,,,,,,
Invesco WS Diversified Growth PST,,,,,,700640000,723352500,700258333.3,540191666.7,249858333.3,164492000,139996666.7,49014166.67,54043557,56557500,37284982.33,26102477.82,25860340.25,24810653.58,24066705.17,25667416.83
Invesco Ws Enhanced Balanced PST,,,,,1000000,25891666.67,38619166.67,29745454.55,18641666.67,8027272.73,7225000,,,,,,,,,,
Invesco WS Global Matrix PST Hedged,,535000,1160000,3699166.67,11913333.33,27780833.33,38413333.33,55932500,54485454.55,27014545.45,14171428.57,15083333.33,16098333.33,16642076.9,15694166.67,9235001.33,5605865.18,5810415.5,5505399,5364985.75,
Invesco WS Protected Growth PST,,,,,,359260000,293784166.7,192500000,111666666.7,71575000,52614000,40870833.33,18963333.33,16717681.89,15015833.33,12710083,6445986.09,5308908.17,4671344.08,4245953.25,
IOOF - ADF Managed Fund,4840000,7957500,8269166.67,8275833.33,8003333.33,7324166.67,6486666.67,6046666.67,5129166.67,4528000,,,,,,,,,,,
IOOF - Capital Gtd Superannuation Bond,8928333.33,9385833.33,8965000,8651666.67,7933333.33,7177500,6439166.67,5740000,4121666.67,3658333.33,3515000,3539000,3431111.11,3327500,0,,,,,,
IOOF - Capital G'teed Super Top - Up Bd,0,0,0,0,,,,,,,,,,,,,,,,,
IOOF - Deferred Annuity Bond,28625833.33,20410000,15031666.67,8119000,,,,,,,,,,,,,,,,,
IOOF (ex AM) PST - Aust Equities Fund,,1625000,6852500,18131666.67,35380833.33,50832500,71315833.33,90051666.67,96725833.33,96707000,167945000,302932000,327601428.6,437158181.8,515440000,449283333.3,,,,,
IOOF (ex AM) PST - Aust Liquids Fund,,1738750,7936666.67,12291666.67,26556666.67,55052500,24814166.67,22718333.33,24330833.33,35676666.67,58125000,55116000,57634285.71,70268181.82,81149166.67,89843333.33,,,,,
IOOF (ex AM) PST - Balanced Growth Fund,31917500,67854166.67,98322500,145961666.7,231771666.7,321927500,421867500,470516666.7,440548333.3,379447000,484250000,625794000,591634285.7,744091818.2,828960000,779093333.3,,,,,
IOOF (ex AM) PST - Barclays Aus Eq Ind,,,,,,,,,200000,253333.33,397500,,2183333.33,2900000,,,,,,,
IOOF (ex AM) PST - BT W Conserv Outlook,,,,,,,,,576000,405000,221250,,440000,471111.11,,,,,,,
IOOF (ex AM) PST - BT W European Share,,,,,,,,,2182000,1626666.67,932500,,761666.67,802222.22,,,,,,,
IOOF (ex AM) PST - BT W Intern'l Share,,,,,,,,,7482000,5387500,2893750,,2721666.67,2948888.89,,,,,,,
IOOF (ex AM) PST - BT W Split Growth Fd,,,,,,,,,5172000,3718333.33,1838750,,1611666.67,1753333.33,,,,,,,
IOOF (ex AM) PST - BT Ws Active Bal Fund,,,,,,,,,6664000,6345833.33,4712500,,3870000,4153333.33,,,,,,,
IOOF (ex AM) PST - BT Ws Core Aust Share,,,,,,,,,162000,86666.67,71250,,143333.33,111111.11,,,,,,,
IOOF (ex AM) PST - BT Ws Japanese Share,,,,,,,,,0,20000,55000,,503333.33,1048888.89,,,,,,,
IOOF (ex AM) PST - BT Ws Smaller Co's,,,,,,,,,204000,334166.67,396250,,2820000,3296666.67,,,,,,,
IOOF (ex AM) PST - BT Wsale TIME Fund,,,,,,,,,0,0,0,,,30000,,,,,,,
IOOF (ex AM) PST - Capital Enhanced Fund,,8726666.67,25831666.67,41550000,74897500,67089166.67,69229166.67,62888333.33,52422500,48515555.56,46953333.33,41888000,35897142.86,37286363.64,38127500,38646666.67,,,,,
IOOF (ex AM) PST - CFM Aust Share Ws Fd,,,,,,,,,1184000,1243333.33,831250,,800000,732222.22,,,,,,,
IOOF (ex AM) PST - CFM Property Secs Ws,,,,,,,,,0,222500,767500,,2151666.67,2526666.67,,,,,,,
IOOF (ex AM) PST - CFS Future Leaders Fd,,,,,,,,,4906000,5454166.67,4337500,,6675000,7397777.78,,,,,,,
IOOF (ex AM) PST - CFS Ws Aust Share,,,,,,,,,9854000,9235833.33,7083750,,8941666.67,9403333.33,,,,,,,
IOOF (ex AM) PST - CFS Ws Diversified,,,,,,,,,27494000,26920833.33,20178750,,18280000,18964444.44,,,,,,,
IOOF (ex AM) PST - CFS Ws Geared Share,,,,,,,,,574000,2323333.33,3043750,,12651666.67,17177777.78,,,,,,,
IOOF (ex AM) PST - CFS Ws Imputation,,,,,,,,,21612000,23544166.67,20063750,,24643333.33,25758888.89,,,,,,,
IOOF (ex AM) PST - CFS Ws Income,,,,,,,,,0,720000,5145000,,3330000,3313333.33,,,,,,,
IOOF (ex AM) PST - CFS Ws Property Secs,,,,,,,,,3172000,4916666.67,6443750,,7615000,8905555.56,,,,,,,
IOOF (ex AM) PST - Conservative Growth,128807500,131456666.7,99728333.33,118026666.7,149620833.3,175969166.7,214557500,235721666.7,240170833.3,239774000,316905000,352480000,404530000,504138181.8,538430833.3,524630000,,,,,
IOOF (ex AM) PST - CSuisse Aust Fix Int,,,,,,,,,444000,753333.33,1328750,,1510000,1475555.56,,,,,,,
IOOF (ex AM) PST - CSuisse Bal Fixed Int,,,,,,,,,110000,100000,91250,,185000,287777.78,,,,,,,
IOOF (ex AM) PST - CSuisse Cap Growth,,,,,,,,,1606000,1540000,1287500,,1720000,1758888.89,,,,,,,
IOOF (ex AM) PST - CSuisse Cap Stable,,,,,,,,,0,118333.33,257500,,945000,907777.78,,,,,,,
IOOF (ex AM) PST - CSuisse Int'l Share,,,,,,,,,0,616250,1032500,,4766666.67,5342222.22,,,,,,,
IOOF (ex AM) PST - Hi Growth Fund,,,,,,620000,4476666.67,16461666.67,23816666.67,22318888.89,27913333.33,38194000,38842857.14,45935454.55,51214166.67,48186666.67,,,,,
IOOF (ex AM) PST - ING Ws Managed Growth,,,,,,,,,0,265714.29,490000,,1353333.33,1650000,,,,,,,
IOOF (ex AM) PST - International Eq,,,,996363.64,3685000,11710833.33,24018333.33,36833333.33,35205833.33,29242222.22,34410000,46232000,43560000,49133636.36,46115833.33,37606666.67,,,,,
IOOF (ex AM) PST - JB Were Gbl Sm Co Ws,,,,,,,,,0,67500,108750,,1450000,1934444.44,,,,,,,
IOOF (ex AM) PST - JBWere Aust Eq Ws,,,,,,,,,0,155000,386250,,1036666.67,1256666.67,,,,,,,
IOOF (ex AM) PST - Macq Laz Master Gl Eq,,,,,,,,,0,53333.33,96250,,118333.33,174444.44,,,,,,,
IOOF (ex AM) PST - Macq Master Fixed Int,,,,,,,,,706000,1256666.67,1905000,,1990000,1836666.67,,,,,,,
IOOF (ex AM) PST - MLynch Ws Balanced,,,,,,,,,6942000,6635833.33,4983750,,3800000,3695555.56,,,,,,,
IOOF (ex AM) PST - MLynch Ws Imputation,,,,,,,,,5284000,5510833.33,3822500,,4336666.67,4917777.78,,,,,,,
IOOF (ex AM) PST - Perp Conserv Gr,,,,,,,,,0,213750,677500,,,,,,,,,,
IOOF (ex AM) PST - Perp Ws Industrial,,,,,,,,,12724000,17732500,19088750,,34706666.67,37267777.78,,,,,,,
IOOF (ex AM) PST - Perp Ws Int'l,,,,,,,,,2444000,2328333.33,1785000,,6123333.33,6581111.11,,,,,,,
IOOF (ex AM) PST - Perp Ws Split Gr,,,,,,,,,9074000,9545833.33,7007500,,2041666.67,2200000,,,,,,,
IOOF (ex AM) PST - Perpet Europe TE,,,,,,,,,398000,308333.33,302500,,,,,,,,,,
IOOF (ex AM) PST - Perpetual Europe,,,,,,,,,856000,775000,606250,,,,,,,,,,
IOOF (ex AM) PST - Perpetual's Ws Bal Gr,,,,,,,,,9986000,10434166.67,8790000,,10038333.33,10871111.11,,,,,,,
IOOF (ex AM) PST - UBS Aust Share Fund,,,,,,,,,0,733750,2117500,,5093333.33,6525555.56,,,,,,,
IOOF (ex AM) PST -CFM Asian Eq Ws Fd,,,,,,,,,1114000,1147500,815000,,1238333.33,1917777.78,,,,,,,
IOOF (ex AM) PST Diversified Fixed Int,,172000,759166.67,2173333.33,3160000,5628333.33,10961666.67,9382500,6790000,,,20540000,19688333.33,,,,,,,,
IOOF (ex AM) PST -Legg Mason Diversified,,,,,,,,,858000,1013333.33,911250,,1266666.67,1247777.78,,,,,,,
IOOF (ex AM) PST-Vanguard Prop Sec Idx,,,,,,,,,0,50000,275000,,4745000,7026666.67,,,,,,,
IOOF ADF - Cap Gtd Short Term Post 88,,0,0,0,,,,,,,,,,,,,,,,,
IOOF ADF - Capital Gtd Long Term Post 88,,124790000,99205833.33,74330000,58462727.27,41835000,32347272.73,24378333.33,19312500,18360000,,,,,,,,,,,
IOOF ADF - Capital Gtd Long Term Pre 88,146676250,112533333.3,0,0,,,,,,,,,,,,,,,,,
IOOF ADF - Capital Gtd Short Term Pre 88,45556250,0,0,0,,,,,,,,,,,,,,,,,
IOOF DA - Capital G'teed Cash Management,1401666.67,2633333.33,2861666.67,2219000,1630000,,,,,,,,,,,,,,,,
IOOF DA - Capital Stable NEF Fund,3195000,9096666.67,10705833.33,12248181.82,12300000,12665833.33,11146666.67,8161250,5640000,4655000,4206666.67,4015000,,,,,,,,,
IOOF DA-Capital Guaranteed NEF,85987500,71660833.33,53523333.33,42340833.33,40331666.67,32385833.33,27030833.33,20722500,16482500,13920833.33,12385833.33,11083040,9968841.11,8135750,6865083.33,6139788.18,5531573.58,5202084.25,5045771.33,4756515.25,4253192.83
IOOF DA-Capital Stable,0,0,0,0,,,,6733333.33,5800000,4911000,4390000,3868957.5,3237725.56,2932083.33,2552500,2113139.09,1896688.08,1941645.5,1907886.75,1844017.33,1729768.25
IOOF DA-Cash Management,,,,,,,,,,,,574920,397632.5,358750,351250,324615,360811.67,289192.5,285654.08,286336.83,297340.83
IOOF DA-Managed NEF,30795000,48722500,50043333.33,47205833.33,45060833.33,45820833.33,46882500,45504166.67,40112500,37420000,34079166.67,32824271,31934035.56,29139666.67,26077916.67,19746209.09,16561825.5,17217383.42,15471232.67,11283790.42,9940807.33
IOOF GSS Aberdeen Austral. Equities,,,,,,,,,,375714.29,1020833.33,1723000,3452000,4280000,4160833.33,2427749.17,1946261,1950851,,,
IOOF GSS Aberdeen Australian Bond,,,,,,,,,,,,,,,0,29720.25,4128.09,,,,
IOOF GSS Aberdeen Australian Fxd Income,,,,,,,,,,164285.71,645454.55,704000,945000,1050000,859166.67,505739.42,361992.25,399517.5,,,
IOOF GSS Aberdeen Balanced Fixed Income,,,,,,,,,,,,0,0,,0,11159.86,20098.58,15906.5,,,
IOOF GSS Aberdeen International Equities,,,,,,,,,,737142.86,2010833.33,4034000,4619000,4994166.67,3803333.33,2627531.5,1897000.42,1828560,,,
IOOF GSS Absolute Return,,,,,,,,,,,,,,292857.14,584166.67,442393.33,339006.83,337594,,,
IOOF GSS Aggressive Growth,,,,,,,,,,1295714.29,3872500,6450000,9505000,11961666.67,14000833.33,9709159.67,7495543.17,7930122.5,,,
IOOF GSS All Star IAM Australian Share,,,,,,,,,,,,,,,,151078,386578.08,516599.5,,,
IOOF GSS AMP Capital Core Property,,,,,,,,,,,,,,,10000,53328.08,71933.22,,,,
IOOF GSS APN Property for Income,,,,,,,,,,90000,1010000,3154000,6026000,6704166.67,6245833.33,3720810.92,2395530.75,2374678.5,,,
IOOF GSS APN Property for Income No. 2,,,,,,,,,,,,,,1249090.91,3633333.33,2570123.67,1656333.17,1619324,,,
IOOF GSS Aus Unity Vianova Strat Fxd Int,,,,,,,,,,,,,,,,8668.5,78799.75,176369.5,,,
IOOF GSS Ausbil Aust Emerging Leaders,,,,,,,,,,,,,162000,1264166.67,3079166.67,2720520.42,2414548.5,2647743.5,,,
IOOF GSS Ausbil Australian Active Equity,,,,,,,,,,,,,,,556000,1327781.67,2531215.83,3026971,,,
IOOF GSS Aust Unity Mortgage Income,,,,,,,,,,,415000,1805000,4016000,5647500,7247500,8633840.92,7460423,6475081,,,
IOOF GSS Aust. Equity,,,,,,,,,,1777142.86,3451666.67,5711000,7934000,9112500,9058333.33,5924095.5,4674775.08,4572338.5,,,
IOOF GSS Australian Shares High Alpha,,,,,,,,,,,,,,,36666.67,42252.17,19698.75,24232,,,
IOOF GSS Australian Unity HiYld Mortgage,,,,,,,,,,,,,,,50000,812022.67,615349.42,577376.5,,,
IOOF GSS Australian Unity Platypus AusEq,,,,,,,,,,,,,,,10000,159720.08,386640.33,464575.5,,,
IOOF GSS Aviva Investors Aust Equities,,,,,,,,,,,,22000,94000,324166.67,468333.33,428249.42,327777.75,351892,,,
IOOF GSS Aviva Investors Hi Grth Share,,,,,,,,,,,,732000,1221000,2007500,2585833.33,2346646.08,2235765.5,2364533.5,,,
IOOF GSS AXA Bernstein Global Equity,,,,,,,,,,,,,681666.67,1859166.67,4260000,2752925.75,1758242.33,1450011,,,
IOOF GSS AXA Wholesale Aust Equity Value,,,,,,,,,,,,,,,,38580.78,161153.5,135762,,,
IOOF GSS Balanced,,,,,,,,,,2731428.57,6939166.67,11909000,18340000,20836666.67,20414166.67,14776012.33,12483417.75,12169775.5,,,
IOOF GSS Barclays Australian Bond Index,,,,,,,,,,118333.33,653333.33,1068000,1794000,2209166.67,2254166.67,1900726.5,2654140.42,3017393.5,,,
IOOF GSS Barclays Australian Eq Index,,,,,,,,,,36000,267500,1103000,1965000,2509166.67,3575000,3034700.08,2915219.75,3567245.5,,,
IOOF GSS Barclays Balanced,,,,,,,,,,,20000,81000,396000,474166.67,576666.67,517294.83,359033.17,195386.5,,,
IOOF GSS Barclays Global Markets,,,,,,,,,,,,382000,978000,1515833.33,851666.67,628870.08,444192.67,407902.5,,,
IOOF GSS Barclays Hedged World Eq Index,,,,,,,,,,108333.33,420833.33,1262000,2441000,3340833.33,4245000,3000910.92,2235219.92,2448977,,,
IOOF GSS Barclays Listed Property Index,,,,,,,,,,537142.86,1117500,2160000,3538000,4765000,5415833.33,3333133.92,2811945.25,3296442.5,,,
IOOF GSS Barclays Overseas Bond Index,,,,,,,,,,182857.14,578333.33,692000,879000,995833.33,1122500,980735.17,802487.45,,,,
IOOF GSS BlackRock Balanced,,,,,,,,,,,,,,,18000,254399.75,551487.08,480167,,,
IOOF GSS Blended Aust Smaller Companies,,,,,,,,,,,216666.67,1847000,4353000,6132500,7890833.33,4810810.42,3550046.25,3813641.5,,,
IOOF GSS Blended Australian Geared Shrs,,,,,,,,,,,203333.33,1070000,2834000,5462500,8374166.67,5497907.92,5287847.5,6065207,,,
IOOF GSS Blended Australian Shares,,,,,,,,,,0,794545.45,4305000,9931000,14075833.33,17353333.33,11277374.25,9263483.5,9537548,,,
IOOF GSS Blended Global Shares,,,,,,,,,,,277500,2021000,4030000,6359166.67,6995000,4479362.75,3342281.58,3376517,,,
IOOF GSS Blended Property,,,,,,,,,,,,,,334285.71,797500,520628.58,357375.33,395636.5,,,
IOOF GSS BT Wholesale International Shr,,,,,,,,,,,,,,,,8333.4,1511,,,,
IOOF GSS Cash,,,,,,,,,,,,,,,270000,6632037.08,11876528.33,8283520,,,
IOOF GSS Cash Enhanced,,,,,,,,,,,,,,,,82955.5,31008.58,22623,,,
IOOF GSS Challenger Wholesale Aust Share,,,,,,,,,,,,,,,30000,164222.92,209309,211216,,,
