"Ind","Gender","age_range","Occ_code","Partner_status","Region","Lodgment_method","PHI_Ind","Sw_amt","Alow_ben_amt","ETP_txbl_amt","Grs_int_amt","Aust_govt_pnsn_allw_amt","Unfranked_Div_amt","Frk_Div_amt","Dividends_franking_cr_amt","Net_rent_amt","Gross_rent_amt","Other_rent_ded_amt","Rent_int_ded_amt","Rent_cap_wks_amt","Net_farm_management_amt","Net_PP_BI_amt","Net_NPP_BI_amt","Total_PP_BI_amt","Total_NPP_BI_amt","Total_PP_BE_amt","Total_NPP_BE_amt","Net_CG_amt","Tot_CY_CG_amt","Net_PT_PP_dsn","Net_PT_NPP_dsn","Taxed_othr_pnsn_amt","Untaxed_othr_pnsn_amt","Other_foreign_inc_amt","Other_inc_amt","Tot_inc_amt","WRE_car_amt","WRE_trvl_amt","WRE_uniform_amt","WRE_self_amt","WRE_other_amt","Div_Ded_amt","Intrst_Ded_amt","Gift_amt","Non_emp_spr_amt","Cost_tax_affairs_amt","Other_Ded_amt","Tot_ded_amt","PP_loss_claimed","NPP_loss_claimed","Rep_frng_ben_amt","Med_Exp_TO_amt","Asbl_forgn_source_incm_amt","Spouse_adjusted_taxable_inc","Net_fincl_invstmt_lss_amt","Rptbl_Empr_spr_cont_amt","Cr_PAYG_ITI_amt","TFN_amts_wheld_gr_intst_amt","TFN_amts_wheld_divs_amt","Hrs_to_prepare_BPI_cnt","Taxable_Income","Help_debt"
53308,"1",7,4,"0",14,"S","0",23368,0,0,27,0,66,816,361,3034,7548,4480,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16931,41245,0,0,93,0,71,0,0,0,0,53,6895,9419,0,0,0,0,0,0,0,0,0,0,21,0,33478,0
203810,"0",5,4,"0",28,"A","1",50910,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50455,559,0,94,0,0,0,0,1064,0,0,0,1977,0,0,0,0,0,0,0,0,0,0,0,0,47763,0
32868,"0",6,3,"1",9,"A","1",42662,0,0,2,0,0,793,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48638,282,0,708,0,321,0,0,923,0,522,0,1823,0,0,0,0,0,55571,0,0,564,0,0,0,47147,0
49840,"0",4,6,"1",9,"S","1",53937,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,10546,0,0,0,0,0,0,53377,0,0,442,0,1278,0,0,9,0,0,154,1952,0,0,0,0,0,175495,0,22315,0,82,0,0,51420,1263
133123,"1",9,2,"0",11,"S","1",0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35139,0,0,0,0,130,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,34527,0
40623,"1",7,0,"1",28,"A","1",0,0,0,7674,0,0,0,0,0,0,0,0,0,0,0,-2477,0,25384,0,24847,0,0,0,1079,0,0,0,0,700,0,0,0,0,0,0,0,0,0,112,0,97,0,0,0,0,0,975952,0,0,1680,0,0,0,1657,0
246416,"1",10,1,"0",2,"S","0",39507,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39732,208,0,160,0,276,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,39179,0
8971,"0",4,4,"1",3,"A","1",40835,0,0,1,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40891,0,0,261,0,0,0,0,0,0,46,38,303,0,0,0,41,0,49551,0,32598,0,0,24,0,40358,0
130064,"0",9,5,"0",23,"A","1",99663,0,0,4370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,116543,0,0,915,0,764,0,103,0,0,8,0,1632,0,0,0,0,0,0,0,0,0,0,0,0,114503,0
163686,"0",10,3,"0",9,"A","0",43390,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18165,0,0,0,0,0,34610,0,0,227,0,237,0,0,0,0,151,0,654,0,0,0,0,0,0,0,0,0,0,0,0,33904,0
229263,"0",10,3,"0",23,"S","0",50907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22419,0,0,0,0,0,49923,0,0,259,0,0,0,0,0,0,92,0,378,0,0,0,0,0,0,0,3353,0,0,0,0,49557,0
118260,"0",7,6,"1",12,"A","0",524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25453,0,78483,0,61898,0,0,0,0,0,0,0,0,21264,0,0,0,0,0,0,0,0,0,77,0,87,0,0,0,0,0,43803,0,0,0,0,0,0,19396,0
195518,"1",4,0,"1",5,"A","1",56974,0,0,614,0,83,175,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5266,0,0,0,0,79466,4088,0,0,0,1399,0,0,74,0,177,0,5518,0,0,0,0,0,122702,0,0,0,0,0,0,74091,0
46287,"1",5,5,"0",14,"A","1",39090,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5251,0,3520,0,0,0,0,0,0,0,0,39131,427,0,0,0,0,0,0,0,0,363,0,698,0,0,0,0,0,0,0,0,0,0,0,0,38217,0
204554,"0",4,9,"0",31,"A","0",63512,18325,0,4458,0,0,0,0,-1806,8570,3731,7527,0,0,0,0,0,0,0,0,4147,6892,0,0,0,0,0,0,73143,13103,0,101,0,1163,0,0,27,0,0,0,13779,0,0,0,0,0,0,0,0,0,0,0,0,58458,0
171329,"1",11,6,"0",10,"A","0",2825,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9176,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5883,0
139594,"0",11,8,"0",9,"A","1",11700,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0,0,137,0,27,0,0,11,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,6194,0
156443,"0",10,2,"0",1,"A","1",42525,0,0,8,0,0,126,54,6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57945,0,0,138,0,375,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,56780,0
129296,"0",8,2,"0",10,"A","1",36245,0,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33222,0,0,303,3284,0,0,19,0,0,0,0,4202,0,0,0,0,0,0,0,0,0,0,0,0,29062,0
167519,"1",9,6,"0",1,"A","1",15646,0,0,0,1764,0,46,19,-2659,12697,3619,16351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4721,0,0,0,0,0,0,0,0,0,210,0,203,0,0,0,0,0,0,0,0,0,0,0,0,6426,6982
142527,"0",9,7,"0",32,"S","0",57816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64057,4072,0,280,0,2939,0,0,0,0,0,0,7524,0,0,0,0,0,0,0,0,0,0,0,0,57156,0
200833,"1",5,2,"0",14,"A","1",20869,0,0,7,0,0,96,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18967,171,0,407,0,0,0,0,0,0,160,0,882,0,0,0,0,0,0,0,0,0,0,0,0,18719,0
194347,"0",1,1,"1",9,"A","0",61064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64219,0,0,356,0,382,0,0,47,0,414,0,1461,0,0,0,0,0,30460,0,0,0,0,0,0,62034,0
249548,"0",4,7,"1",1,"A","1",25008,0,0,50,0,0,79,33,17358,34148,24791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56097,3523,0,220,0,996,0,0,0,0,695,0,4892,0,0,0,0,0,37712,0,63,1943,0,0,0,51640,0
204308,"0",0,0,"0",32,"S","1",0,0,0,2828,0,0,14337,6330,0,3931,2387,2316,0,0,0,0,0,0,0,0,0,0,0,28916,0,0,0,0,30224,0,0,0,0,0,0,0,23,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,30087,0
119551,"0",9,2,"1",9,"S","1",294076,13725,0,0,0,0,824,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305171,11483,55,303,0,2326,0,0,0,0,0,2105,22498,0,0,0,0,0,6390,0,0,0,0,0,0,277887,0
183450,"0",3,5,"1",14,"A","1",58547,0,0,2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,58894,0,0,141,0,0,0,0,0,0,0,0,141,0,0,0,0,0,29291,0,0,0,0,0,0,58505,0
227378,"1",10,6,"0",27,"S","0",4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5570,0,0,139,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,5467,0
109646,"0",10,9,"0",6,"S","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
226402,"1",9,6,"1",8,"S","1",42219,0,0,2081,0,0,0,0,0,0,0,0,0,0,0,6403,0,3318,0,394,0,0,0,0,0,0,0,0,38335,0,0,0,0,0,0,0,32,0,0,0,18,0,0,0,0,0,123075,0,0,0,0,0,2,38396,0
105919,"0",4,0,"0",26,"A","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15980,0,0,0,0,0,0,176,0,0,137,0,168,0,0,0,0,0,0,0,0,0,0,0,0,15934,0
192892,"0",1,2,"1",5,"A","1",3087,0,0,7,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45983,0,0,0,0,0,0,22628,0
136415,"0",8,1,"0",23,"A","1",74370,0,0,27,0,0,0,0,-11500,24475,11196,22391,0,0,0,0,0,0,0,0,0,0,-64673,0,0,0,0,0,67325,0,0,0,0,135,0,107,500,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,66522,0
229406,"1",10,5,"0",10,"A","0",18780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17285,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,17389,0
205028,"0",4,3,"1",31,"A","1",117378,0,0,0,0,0,4204,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139457,0,0,140,0,3356,0,0,0,0,0,589,4392,0,0,0,0,0,21708,0,0,0,0,0,0,135492,0
27533,"0",5,3,"0",1,"A","0",12400,0,0,85,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12663,2459,0,0,0,400,0,0,0,0,910,0,4863,0,0,0,0,0,0,0,0,0,0,0,0,9906,0
111761,"0",10,7,"0",23,"A","0",65344,1924,0,3160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72915,193,0,141,0,1212,0,0,74,0,173,0,1611,0,0,0,0,0,0,0,0,0,0,0,0,71455,0
132591,"1",8,6,"1",3,"A","0",40377,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40692,0,0,75,0,0,0,0,0,0,118,0,152,0,0,0,0,0,65119,0,0,0,0,0,0,40538,13098
188185,"1",5,9,"1",11,"A","0",9074,0,0,135,11257,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37786,0,0,0,0,0,0,18792,0
184968,"0",7,0,"0",28,"A","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41213,0,323873,0,261450,0,0,0,0,0,0,0,0,40596,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,52,0,0,0,0,12662,0,0,0,40823,0
102594,"1",0,0,"1",23,"A","0",0,295,0,0,0,0,924,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60063,0,0,0,0,62298,0,0,0,0,0,0,0,54,0,0,0,46,0,0,0,0,5,42983,0,0,0,0,0,0,62146,0
252020,"0",7,2,"1",29,"S","1",72408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71976,0,0,0,0,866,0,0,0,0,0,0,957,0,0,0,0,0,38477,0,0,0,0,0,0,71425,0
57312,"1",4,4,"1",11,"S","0",9560,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43400,0,0,0,0,0,0,1103,0
191297,"0",2,5,"1",23,"A","1",10730,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6512,0,0,163,0,0,0,0,0,0,167,0,339,0,0,0,0,0,20,0,0,0,0,0,0,5995,0
249933,"1",10,4,"0",26,"S","0",524,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21554,17251,0,0,0,0,328,0,0,568,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,17737,0
69115,"1",7,1,"1",1,"S","0",45720,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47248,0,0,0,0,128,0,0,225,0,0,610,1070,0,0,0,740,0,43400,0,0,0,0,0,0,46038,0
93856,"0",2,8,"0",23,"A","1",65085,0,0,0,0,0,0,0,120,4973,2925,0,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70066,1254,0,0,0,262,0,0,46,0,0,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,68634,0
39732,"1",6,0,"1",9,"S","1",70558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37959,0,36203,0,4227,0,0,0,0,0,0,19,0,67686,317,0,0,0,640,0,0,13,0,0,0,1284,0,0,0,0,0,132601,0,0,0,0,0,1,65999,0
165409,"0",8,9,"1",5,"A","1",69863,0,0,0,0,0,130,57,0,0,0,0,0,0,0,20429,0,23749,7972,3514,0,0,0,-6604,0,0,0,0,66067,0,0,673,0,1174,0,0,0,0,0,0,2065,0,0,0,0,0,90355,0,0,0,0,0,0,63847,6998
231347,"0",9,6,"0",5,"A","0",56437,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6736,0,0,0,0,0,56144,519,0,0,0,4557,0,0,0,0,122,0,5073,0,0,0,0,0,0,0,1458,0,0,0,0,51297,0
235205,"0",6,3,"0",9,"S","1",58745,1619,0,419,0,0,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60149,0,28,136,0,0,0,0,297,0,90,0,796,0,0,0,0,0,0,0,0,0,0,0,0,59738,1263
58365,"0",6,8,"0",9,"A","0",3533,0,0,0,7488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,0,0,0,0,0,0,0,0,84,0,121,0,0,0,0,0,0,0,0,0,0,0,0,1097,0
50468,"0",7,8,"1",23,"S","0",21296,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21942,362,0,137,0,212,0,0,0,0,0,0,817,0,0,0,0,0,1706,0,0,0,0,0,0,21317,0
196786,"0",0,0,"1",30,"A","1",0,0,0,25329,0,0,1351,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181,28885,0,0,0,0,0,0,0,21,0,0,0,32,0,0,0,0,0,3370,0,0,0,0,0,0,28566,0
103029,"1",3,4,"1",23,"A","0",56703,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,56802,0,0,136,0,137,0,0,0,0,305,0,659,0,0,0,0,0,29147,0,0,0,0,0,0,55994,0
41882,"0",2,0,"1",1,"A","1",0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,36454,0,0,50113,0,0,0,0,0,0,0,438,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,49734,0
184438,"0",4,8,"0",1,"A","1",135942,0,0,911,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136402,0,0,142,0,264,0,0,1106,0,0,538,1484,0,0,0,0,0,0,0,0,0,0,0,0,136680,0
175860,"0",4,3,"1",14,"A","1",35591,0,0,109,0,0,69,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27684,0,0,0,0,78189,0,0,162,0,272,0,0,14,0,149,0,647,0,0,0,0,0,49908,0,0,0,0,0,0,78260,0
118458,"0",6,3,"1",28,"A","0",42922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46651,63,0,514,0,22,0,0,91,0,117,0,776,0,0,16278,0,0,32070,0,0,1244,0,0,0,45724,0
26140,"1",5,2,"1",23,"S","1",94864,5282,0,2,0,0,915,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,10993,108022,0,0,0,0,2863,0,0,9,0,101,0,3325,0,0,0,0,0,0,0,10416,277,0,0,0,107094,0
132873,"0",9,5,"0",1,"A","0",59656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57716,0,0,324,0,1155,0,0,9,0,84,0,1747,0,0,0,0,0,0,0,0,10400,0,0,0,56689,0
54328,"0",3,6,"1",23,"A","0",109546,15,0,0,0,44,109,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,109237,0,333,118,0,4494,0,0,0,0,0,152,5132,0,0,15825,0,34,0,0,0,0,0,0,0,103054,0
84309,"1",0,0,"1",5,"A","1",0,0,0,0,0,28,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,148315,0,0,0,0,0,0,513,0
163669,"1",9,8,"1",23,"S","0",11965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19438,0,0,139,36,423,0,0,110,0,0,0,551,0,0,0,0,0,96380,0,0,0,0,0,0,20092,0
144631,"1",9,2,"0",9,"S","1",116404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115335,111,0,0,0,922,0,0,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0,114624,3226
91649,"0",1,2,"1",23,"A","0",28098,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28167,1946,0,0,0,881,0,0,0,0,346,0,2938,0,0,0,0,0,46233,0,1312,0,0,0,0,25774,0
78510,"1",0,0,"0",31,"S","0",0,0,0,0,0,0,128,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7852,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0
244149,"1",7,0,"0",23,"A","0",0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15256,0,0,0,0,0,0,65,126,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,15153,0
214366,"0",4,0,"1",3,"S","1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16401,0,28570,0,9781,0,0,0,15223,0,0,0,0,25120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71547,0,0,0,0,0,22,24268,0
169175,"0",9,2,"1",5,"A","1",86382,0,0,2655,0,0,0,0,-2800,30557,12860,23144,0,0,0,0,0,0,0,0,17813,30274,0,-3324,0,0,0,24786,188246,3400,0,328,0,2463,0,0,0,0,410,611,6675,0,0,6566,0,0,110631,0,0,0,0,0,0,176067,0
153478,"1",8,0,"0",14,"A","1",39862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13163,0,0,0,0,55693,0,0,0,3885,368,0,0,33,0,184,0,5918,0,0,0,546,0,0,0,0,0,0,0,0,51045,5213
107536,"1",5,6,"0",3,"S","0",48338,0,0,5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47614,2655,0,0,0,306,0,0,267,0,0,0,3261,0,0,0,0,0,0,0,0,0,0,0,0,45639,0
243638,"0",10,3,"0",9,"A","0",22098,22468,0,373,2426,0,0,0,-12871,26209,12352,25031,5840,0,0,0,0,0,0,0,0,0,0,45065,0,0,0,34779,52591,4076,0,0,0,1137,0,0,0,0,307,0,5834,0,0,0,0,0,0,0,0,3511,0,0,0,45653,0
100033,"0",3,2,"1",10,"S","1",207574,0,180791,436,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,1638,202704,0,0,0,0,251,0,0,1143,0,0,0,1469,0,0,0,0,0,0,0,0,0,0,0,0,193846,0
107838,"0",4,0,"1",10,"A","1",0,0,0,0,0,0,370,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6423,0,0,0,0,0,6528,0,0,0,0,0,0,0,139,0,357,0,446,0,0,0,0,0,47410,0,0,0,0,0,0,1790,0
141838,"0",7,1,"1",14,"A","1",90548,0,0,0,0,0,248,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88323,0,0,0,0,837,0,0,19,0,0,0,1047,0,0,0,0,0,52025,0,0,0,0,0,0,88262,0
76142,"1",7,1,"0",1,"A","0",25861,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30852,243,0,158,0,1710,0,0,0,0,123,0,2618,0,0,34141,0,0,0,0,0,0,0,0,0,29069,0
252221,"0",10,5,"0",4,"A","0",55969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,57056,0,0,142,0,505,0,0,32,0,155,0,747,0,0,0,0,0,0,0,0,0,0,0,0,55902,0
115007,"1",9,2,"0",23,"A","1",28225,0,0,1575,0,0,3,0,1455,7231,4169,4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24128,51490,0,0,0,0,132,0,0,513,0,155,0,972,0,0,0,0,11801,0,0,0,0,0,0,0,50865,0
189365,"0",4,1,"1",10,"A","1",66651,9725,0,0,0,0,1219,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74731,0,0,260,0,0,0,0,0,0,0,0,268,0,0,0,0,0,40139,0,0,0,0,0,0,73572,0
2607,"0",2,0,"1",9,"A","1",0,0,0,9691,0,76,239,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145192,0,6954,0,10186,184607,0,0,0,0,0,0,0,108,0,3,0,130,0,0,0,0,0,268204,0,0,0,0,0,0,184945,0
46786,"0",6,3,"0",28,"A","0",57021,4720,0,63,0,0,0,0,0,0,0,0,0,0,0,10560,0,7398,0,1931,0,0,0,0,0,0,0,0,73520,3559,0,281,1795,1097,0,0,37,0,380,0,5643,0,0,0,0,0,34445,0,0,0,0,0,0,69059,0
245441,"1",10,5,"0",1,"A","0",41420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,225,1053,41786,0,0,310,0,0,0,0,0,0,153,0,428,0,0,0,0,234,0,0,0,0,0,0,0,41326,11238
224958,"1",10,9,"0",1,"S","0",21380,0,0,3,2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,23827,0,0,321,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,23697,0
224365,"0",10,8,"0",9,"S","0",4442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1311,0
8084,"0",2,2,"0",1,"A","0",58324,0,0,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24988,40619,0,0,0,0,0,0,67390,0,0,0,0,355,0,0,0,0,233,0,577,0,0,0,0,0,0,0,0,0,0,0,0,66686,0
68368,"0",7,7,"0",11,"S","0",36690,0,0,33,0,0,0,0,0,0,0,0,0,0,0,6893,0,4312,0,517,0,0,0,0,0,0,0,0,47419,0,0,268,0,12,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,47151,9707
46036,"1",7,2,"0",9,"A","1",0,0,0,39,0,0,116,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17266,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,243,0
18630,"1",6,6,"1",4,"A","0",40207,226,0,73,0,0,0,0,-1726,9181,3046,8157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40369,656,0,140,0,0,0,0,269,0,250,0,1043,0,0,0,0,0,48363,0,0,0,0,0,0,39173,0
2794,"1",2,0,"0",9,"A","1",0,12,492,49765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,50327,0,0,0,0,0,0,0,538,0,6620,6500,11201,0,0,0,0,0,0,0,0,2398,0,0,0,36434,0
175885,"1",2,2,"0",1,"S","1",24920,1179,0,120,0,0,0,0,-3041,6467,1586,6356,1095,0,0,0,0,0,0,0,0,0,0,0,0,45523,0,0,55037,779,0,112,0,0,0,3622,799,0,0,0,13350,0,0,0,0,0,0,0,0,0,0,0,0,44314,0
95193,"1",3,0,"1",23,"A","0",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12874,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,175,0,148,0,0,0,0,0,38086,0,0,0,0,0,0,320,0
63384,"0",5,1,"1",13,"A","1",47299,0,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6742,46476,0,0,155,0,0,0,0,0,0,1346,0,1238,0,0,0,0,0,35260,0,0,0,0,0,0,45898,0
249897,"0",7,5,"1",23,"A","1",63771,5358,0,88,0,0,0,0,9199,11586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79963,0,3932,0,0,96,0,0,1025,0,214,0,3457,0,0,0,0,0,0,0,1717,0,0,0,0,78153,1062
1466,"0",0,0,"1",1,"S","1",0,0,0,307,12799,0,2219,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11191,25374,0,0,0,0,0,0,0,0,0,0,127,247,0,0,0,0,0,8494,0,0,0,0,0,0,25087,0
192278,"1",5,2,"0",9,"A","0",57147,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59250,0,24,501,0,0,0,0,23,0,90,0,622,0,0,0,0,0,0,0,0,0,0,0,0,58388,0
295,"0",0,0,"1",1,"S","1",0,0,0,547,11837,0,689,295,0,0,0,0,0,0,0,0,0,0,0,0,795,1308,0,422,0,3036,0,0,21568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28616,0,0,0,0,0,0,21566,0
