date,invoiceNr,posid,customerName,customerAdr,customerEmail,productid,qty,subtotal,discount,tax,total,checkouttype,checkoutstatus
Thu Oct 02 07:41:42 AEST 2014,201410020106410.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Thu Oct 02 07:34:45 AEST 2014,201410020106409.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Thu Oct 02 07:33:09 AEST 2014,201410020106408.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Thu Oct 02 07:30:49 AEST 2014,201410020106407.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Thu Oct 02 07:30:49 AEST 2014,201410020106407.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Thu Oct 02 07:30:49 AEST 2014,201410020106407.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Thu Oct 02 07:19:29 AEST 2014,201410020106406.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Thu Oct 02 07:19:13 AEST 2014,201410020106405.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Thu Oct 02 07:19:13 AEST 2014,201410020106405.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Thu Oct 02 07:19:13 AEST 2014,201410020106405.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Thu Oct 02 07:14:58 AEST 2014,201410020106404.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Thu Oct 02 07:14:58 AEST 2014,201410020106404.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Thu Oct 02 07:08:14 AEST 2014,201410020106403.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Thu Oct 02 07:08:14 AEST 2014,201410020106403.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Thu Oct 02 07:08:14 AEST 2014,201410020106403.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Thu Oct 02 07:08:14 AEST 2014,201410020106403.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Thu Oct 02 07:08:14 AEST 2014,201410020106403.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
Wed Oct 01 15:06:40 AEST 2014,201410010106402.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 15:06:40 AEST 2014,201410010106402.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 14:53:33 AEST 2014,201410010106401.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 14:53:33 AEST 2014,201410010106401.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 14:52:27 AEST 2014,201410010106400.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 14:52:27 AEST 2014,201410010106400.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 14:52:27 AEST 2014,201410010106400.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 14:41:01 AEST 2014,201410010106399.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 14:41:01 AEST 2014,201410010106399.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 14:19:28 AEST 2014,201410010106398.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
Wed Oct 01 14:19:28 AEST 2014,201410010106398.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 14:19:28 AEST 2014,201410010106398.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 14:19:28 AEST 2014,201410010106398.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 14:07:50 AEST 2014,201410010106397.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 14:07:24 AEST 2014,201410010106396.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 14:07:24 AEST 2014,201410010106396.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
Wed Oct 01 14:07:24 AEST 2014,201410010106396.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
Wed Oct 01 14:07:24 AEST 2014,201410010106396.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
Wed Oct 01 14:07:24 AEST 2014,201410010106396.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
Wed Oct 01 13:44:41 AEST 2014,201410010106395.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 13:44:41 AEST 2014,201410010106395.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 13:39:19 AEST 2014,201410010106394.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 13:37:02 AEST 2014,201410010106393.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 13:33:05 AEST 2014,201410010106392.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 13:33:05 AEST 2014,201410010106392.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 13:29:45 AEST 2014,201410010106391.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
Wed Oct 01 13:29:45 AEST 2014,201410010106391.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
Wed Oct 01 13:14:16 AEST 2014,201410010106390.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 13:14:16 AEST 2014,201410010106390.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 13:05:02 AEST 2014,201410010106389.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 13:05:02 AEST 2014,201410010106389.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 12:45:32 AEST 2014,201410010106388.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 12:29:44 AEST 2014,201410010106387.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 12:25:59 AEST 2014,201410010106386.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 12:25:57 AEST 2014,201410010106385.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 12:25:26 AEST 2014,201410010106384.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 12:25:26 AEST 2014,201410010106384.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 12:25:26 AEST 2014,201410010106384.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 12:20:56 AEST 2014,201410010106383.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 12:15:00 AEST 2014,201410010106382.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Wed Oct 01 12:05:51 AEST 2014,201410010106381.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 11:59:58 AEST 2014,201410010106380.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 11:57:29 AEST 2014,201410010106379.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
Wed Oct 01 11:57:29 AEST 2014,201410010106379.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 11:36:30 AEST 2014,201410010106378.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 11:36:30 AEST 2014,201410010106378.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 11:31:50 AEST 2014,201410010106377.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Wed Oct 01 11:31:50 AEST 2014,201410010106377.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 11:26:52 AEST 2014,201410010106376.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 11:26:52 AEST 2014,201410010106376.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Wed Oct 01 11:26:52 AEST 2014,201410010106376.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 11:18:47 AEST 2014,201410010106375.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 11:06:40 AEST 2014,201410010106374.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 11:06:40 AEST 2014,201410010106374.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 11:00:11 AEST 2014,201410010106373.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 10:56:29 AEST 2014,201410010106372.00,1.00,,,,9.00,1.00,5.50,0.00,0.50,5.50,CASH,FINISHED
Wed Oct 01 10:56:29 AEST 2014,201410010106372.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:52:26 AEST 2014,201410010106371.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 10:43:53 AEST 2014,201410010106370.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:33:13 AEST 2014,201410010106369.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 10:33:13 AEST 2014,201410010106369.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:28:34 AEST 2014,201410010106368.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Wed Oct 01 10:28:34 AEST 2014,201410010106368.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 10:28:34 AEST 2014,201410010106368.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 10:28:01 AEST 2014,201410010106367.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:28:01 AEST 2014,201410010106367.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:28:01 AEST 2014,201410010106367.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:26:52 AEST 2014,201410010106366.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:26:52 AEST 2014,201410010106366.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:22:11 AEST 2014,201410010106365.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Wed Oct 01 10:22:11 AEST 2014,201410010106365.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:20:30 AEST 2014,201410010106364.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 10:17:09 AEST 2014,201410010106363.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 10:17:09 AEST 2014,201410010106363.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 10:14:35 AEST 2014,201410010106362.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 10:14:35 AEST 2014,201410010106362.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:14:35 AEST 2014,201410010106362.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:14:35 AEST 2014,201410010106362.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:08:26 AEST 2014,201410010106361.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 10:07:41 AEST 2014,201410010106360.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:07:19 AEST 2014,201410010106359.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:06:21 AEST 2014,201410010106358.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:06:21 AEST 2014,201410010106358.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 10:05:57 AEST 2014,201410010106357.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 10:05:57 AEST 2014,201410010106357.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 10:02:27 AEST 2014,201410010106356.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 10:02:27 AEST 2014,201410010106356.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 10:00:06 AEST 2014,201410010106355.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Wed Oct 01 10:00:06 AEST 2014,201410010106355.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:59:48 AEST 2014,201410010106354.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:59:48 AEST 2014,201410010106354.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 09:59:48 AEST 2014,201410010106354.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:55:42 AEST 2014,201410010106353.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:55:04 AEST 2014,201410010106352.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 09:54:51 AEST 2014,201410010106351.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:52:23 AEST 2014,201410010106350.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 09:52:23 AEST 2014,201410010106350.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:51:38 AEST 2014,201410010106349.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 09:46:43 AEST 2014,201410010106348.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:46:43 AEST 2014,201410010106348.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:42:49 AEST 2014,201410010106347.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:42:49 AEST 2014,201410010106347.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:40:03 AEST 2014,201410010106346.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:37:56 AEST 2014,201410010106345.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:35:49 AEST 2014,201410010106344.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:27:25 AEST 2014,201410010106343.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:27:25 AEST 2014,201410010106343.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:25:43 AEST 2014,201410010106342.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:25:43 AEST 2014,201410010106342.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 09:25:40 AEST 2014,201410010106341.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:22:01 AEST 2014,201410010106340.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 09:22:01 AEST 2014,201410010106340.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:20:26 AEST 2014,201410010106339.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
Wed Oct 01 09:20:26 AEST 2014,201410010106339.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
Wed Oct 01 09:20:26 AEST 2014,201410010106339.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:18:51 AEST 2014,201410010106338.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:18:51 AEST 2014,201410010106338.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:18:51 AEST 2014,201410010106338.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:13:11 AEST 2014,201410010106337.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:13:11 AEST 2014,201410010106337.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:13:11 AEST 2014,201410010106337.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:13:11 AEST 2014,201410010106337.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:09:53 AEST 2014,201410010106336.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:09:53 AEST 2014,201410010106336.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:09:53 AEST 2014,201410010106336.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 09:07:37 AEST 2014,201410010106335.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Wed Oct 01 09:07:37 AEST 2014,201410010106335.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 09:07:16 AEST 2014,201410010106334.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:07:16 AEST 2014,201410010106334.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 09:06:12 AEST 2014,201410010106333.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 09:06:12 AEST 2014,201410010106333.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 09:06:12 AEST 2014,201410010106333.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 09:06:12 AEST 2014,201410010106333.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:54:29 AEST 2014,201410010106332.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Wed Oct 01 08:54:29 AEST 2014,201410010106332.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 08:52:40 AEST 2014,201410010106331.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:52:40 AEST 2014,201410010106331.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:52:03 AEST 2014,201410010106330.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:51:38 AEST 2014,201410010106329.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 08:51:38 AEST 2014,201410010106329.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 08:51:38 AEST 2014,201410010106329.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 08:45:40 AEST 2014,201410010106328.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 08:42:23 AEST 2014,201410010106327.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 08:42:01 AEST 2014,201410010106326.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 08:42:01 AEST 2014,201410010106326.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:38:05 AEST 2014,201410010106325.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 08:37:52 AEST 2014,201410010106324.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Wed Oct 01 08:37:52 AEST 2014,201410010106324.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 08:36:30 AEST 2014,201410010106323.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Wed Oct 01 08:36:30 AEST 2014,201410010106323.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 08:30:01 AEST 2014,201410010106322.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:29:13 AEST 2014,201410010106321.00,1.00,,,,8.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 08:29:13 AEST 2014,201410010106321.00,1.00,,,,6.00,1.00,7.00,0.00,0.64,7.00,CASH,FINISHED
Wed Oct 01 08:29:13 AEST 2014,201410010106321.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 08:29:13 AEST 2014,201410010106321.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 08:29:13 AEST 2014,201410010106321.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 08:29:13 AEST 2014,201410010106321.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 08:25:13 AEST 2014,201410010106320.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:25:13 AEST 2014,201410010106320.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:22:53 AEST 2014,201410010106319.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:22:53 AEST 2014,201410010106319.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:21:12 AEST 2014,201410010106318.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:21:12 AEST 2014,201410010106318.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:12:20 AEST 2014,201410010106317.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 08:09:44 AEST 2014,201410010106316.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 08:03:23 AEST 2014,201410010106315.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 07:59:46 AEST 2014,201410010106314.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 07:59:46 AEST 2014,201410010106314.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 07:59:46 AEST 2014,201410010106314.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 07:58:59 AEST 2014,201410010106313.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 07:50:25 AEST 2014,201410010106312.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 07:50:25 AEST 2014,201410010106312.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 07:44:43 AEST 2014,201410010106311.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Wed Oct 01 07:44:43 AEST 2014,201410010106311.00,1.00,,,,3.00,3.00,13.50,0.00,1.23,13.50,CASH,FINISHED
Wed Oct 01 07:36:21 AEST 2014,201410010106310.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Wed Oct 01 07:36:21 AEST 2014,201410010106310.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 07:26:46 AEST 2014,201410010106309.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Oct 01 07:23:03 AEST 2014,201410010106308.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Oct 01 07:21:11 AEST 2014,201410010106307.00,1.00,,,,4.00,1.00,2.50,0.00,0.23,2.50,CASH,FINISHED
